nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;sizePron;hwd;pronSampa;ipa
3;ăʹlphăbĕt;G.;;;n.;49.0;24;alphabet;9;alphabet;{ l f @ b E t;ælfəbɛt
5;alphăbĕʹtĭcal;G.;;;a.;50.0;24;alphabetical;13;alphabetical;{ l f @ b E 4 i k @ l;ælfəbɛɾikəl
2;aʹlt_a_r;;;;n.;51.0;24;altar;8;altar;O: l t 3:r;Oːltɜ:r
2;aʹlt_e_r;L.;;;v.;52.0;24;alter;8;alter;O: l t 3:r;Oːltɜ:r
5;alte˘rāʹtion;L.;;;n.;53.0;24;alteration;12;alteration;O: l t 3:r eI S @ n;Oːltɜ:r?ʃən
5;alte˘rcāʹtion;L.;;;n.;55.0;24;altercation;13;altercation;A l t 3:r k eI S @ n;ɑltɜ:rk?ʃən
3;alte˘ʹrnāte;L.;;;a.;56.0;24;alternate;11;alternate;O: l t 3:r n @ t;Oːltɜ:rnət
5;alte˘rnāʹtion;L.;;;n.;57.0;24;alternation;13;alternation;O: l t 3:r n eI S @ n;Oːltɜ:rn?ʃən
3;alteʹrnative;;;;n.;58.0;24;alternative;12;alternative;O: l t 3:r n @ 4 i v;Oːltɜ:rnəɾiv
5;altĕʹrnătĭvely;;;;p.;59.0;24;alternatively;14;alternatively;O: l t 3:r n @ 4 i v l i:;Oːltɜ:rnəɾivliː
3;aʹltĭtude;L.;;;n.;61.0;24;altitude;9;altitude;{ l t @ t u d;æltətud
2;aʹltŭs;;;;n.;62.0;24;altus;6;altus;{ l t @ s;æltəs
2;ăʹlum;G.;;;n.;64.0;24;alum;5;alum;{ l @ m;æləm
4;amăʹlgămāte;;;;v.;66.0;24;amalgamate;11;amalgamate;@ m { l g @ m eI t;əmælgəm?t
6;amălgămaʹtion;;;;n.;67.0;24;amalgamation;13;amalgamation;@ m { l g @ m eI S @ n;əmælgəm?ʃən
2;amăʹſs;F.;;;v.;69.0;24;amass;6;amass;@ m { s;əmæs
2;amāʹze;;;;v.;71.0;24;amaze;6;amaze;@ m eI z;əm?z
3;aʹmăzons;G.;;;n.;72.0;24;amazons;8;amazons;{ m @ z A n z;æməzɑnz
4;ămbăʹſſădor;F.;;;n.;3.0;25;ambassador;11;ambassador;{ m b { s @ 4 3:r;æmbæsəɾɜ:r
4;ambăʹſſadreſs;;;;n.;4.0;25;ambassadress;13;ambassadress;{ m b { s @ d r\ @ s;æmbæsədɹəs
2;ăʹmb_e_r;;;;n.;5.0;25;amber;8;amber;{ m b 3:r;æmbɜ:r
4;ămbĭdĕʹxtr_o_us;L.;;;a.;8.0;25;ambidextrous;15;ambidextrous;{ m b @ d E k s t r\ @ s;æmbədɛkstɹəs
3;ăʹmbĭĕnt;L.;;;a.;9.0;25;ambient;8;ambient;{ m b i: @ n t;æmbiːənt
5;ambĭgūʹĭty;L.;;;n.;11.0;25;ambiguity;10;ambiguity;{ m b i g j u @ 4 i:;æmbigjuəɾiː
4;ambĭʹgu_o_us;L.;;;a.;12.0;25;ambiguous;12;ambiguous;{ m b I g j u @ s;æmbɪgjuəs
4;ămbĭʹtion;L.;;;n.;14.0;25;ambition;9;ambition;{ m b I S @ n;æmbɪʃən
4;ămbĭʹti_o_us;;;;a.;15.0;25;ambitious;12;ambitious;{ m b I S @ s;æmbɪʃəs
2;ăʹmble;F.;;;v.;16.0;25;amble;6;amble;{ m b @ l;æmbəl
4;ămbrōʹsĭā;G.;;;n.;19.0;25;ambrosia;9;ambrosia;{ m b r\ @U Z @;æmbɹoʊʒə
4;ambrŏʹsĭal;;;;a.;20.0;25;ambrosial;10;ambrosial;{ m b r\ @U Z @ l;æmbɹoʊʒəl
2;āʹme˘n;;;;p.;24.0;25;amen;6;amen;eI m E n;?mɛn
4;amēʹnable;F.;;;a.;25.0;25;amenable;9;amenable;@ m E n @ b @ l;əmɛnəbəl
2;ame˘ʹnd;L.;;;v.;26.0;25;amend;7;amend;@ m E n d;əmɛnd
3;ame˘ʹndment;;;;n.;27.0;25;amendment;11;amendment;@ m E n d m @ n t;əmɛndmənt
2;ame˘ʹnds;;;;n.;28.0;25;amends;8;amends;@ m E n d z;əmɛndz
4;amēʹnĭty;L.;;;n.;29.0;25;amenity;8;amenity;@ m E n @ 4 i:;əmɛnəɾiː
4;ămĕʹrĭcā;;;;n.;32.0;25;america;8;america;@ m E r\ @ k @;əmɛɹəkə
3;ăʹmĕthyſt;G.;;;n.;34.0;25;amethyst;9;amethyst;{ m i T i s t;æmiθist
4;ăʹmĭable;L.;;;a.;36.0;25;amiable;8;amiable;eI m i: @ b @ l;?miːəbəl
4;ăʹmĭcable;L.;;;a.;39.0;25;amicable;9;amicable;{ m i k @ b @ l;æmikəbəl
3;āʹmĭty;L.;;;n.;40.0;25;amity;6;amity;{ m i 4 i:;æmiɾiː
2;ăʹmmon;;;;n.;42.0;25;ammon;6;ammon;{ m @ n;æmən
5;ămmŭnĭʹtion;F.;;;n.;43.0;25;ammunition;11;ammunition;{ m j @ n I S @ n;æmjənɪʃən
3;ăʹmnĕſty;G.;;;n.;44.0;25;amnesty;8;amnesty;{ m n @ s t i:;æmnəstiː
4;ămŏrōʹſo;L.;;;n.;45.0;25;amoroso;8;amoroso;A m O: r\ @U s @U;ɑmOːɹoʊsoʊ
3;ăʹmŏr_o_us;L.;;;a.;46.0;25;amorous;10;amorous;{ m 3:r @ s;æmɜ:rəs
4;ămphĭʹbĭ_o_us;G.;;;a.;51.0;25;amphibious;13;amphibious;{ m f I b i: @ s;æmfɪbiːəs
5;amphĭtheʹatre;G.;;;n.;55.0;25;amphitheatre;13;amphitheatre;{ m p @ T i: @ 4 3:r;æmpəθiːəɾɜ:r
2;ăʹmple;L.;;;a.;56.0;25;ample;6;ample;{ m p @ l;æmpəl
6;amplĭfĭcāʹtion;;;;n.;57.0;25;amplification;14;amplification;{ m p l @ f @ k eI S @ n;æmpləfək?ʃən
3;ăʹmplĭfy;L.;;;v.;58.0;25;amplify;8;amplify;{ m p l @ f aI;æmpləf?
3;ăʹmplĭtūde;L.;;;n.;59.0;25;amplitude;10;amplitude;{ m p l @ t u d;æmplətud
5;ampūtāʹtion;L.;;;n.;60.0;25;amputation;11;amputation;{ m p j @ t eI S @ n;æmpjət?ʃən
3;ăʹmūlet;L.;;;n.;61.0;25;amulet;7;amulet;{ m j @ l @ t;æmjələt
2;amūʹſe;F.;;;v.;62.0;25;amuse;6;amuse;@ m j u z;əmjuz
3;amūʹſement;;;;n.;63.0;25;amusement;10;amusement;@ m j u z m @ n t;əmjuzmənt
2;ăʹnā;G.;;;n.;65.0;25;ana;4;ana;A n @;ɑnə
4;anăʹc_h_rŏniſm;G.;;;n.;70.0;25;anachronism;14;anachronism;@ n { k r\ @ n I z @ m;ənækɹənɪzəm
3;ăʹnăgrăm;G.;;;n.;72.0;25;anagram;8;anagram;{ n @ g r\ { m;ænəgɹæm
4;ănăʹlŏgy;G.;;;n.;4.0;26;analogy;8;analogy;@ n { l @ dZ i:;ənælə?iː
3;ăʹnărchy;G.;;;n.;8.0;26;anarchy;8;anarchy;{ n 3:r k i:;ænɜ:rkiː
4;ănăʹthĕmā;G.;;;n.;11.0;26;anathema;9;anathema;@ n { T @ m @;ənæθəmə
5;ănătŏʹmĭcal;;;;a.;14.0;26;anatomical;11;anatomical;{ n @ t A m @ k @ l;ænətɑməkəl
4;ănăʹtŏmiſt;;;;n.;15.0;26;anatomist;10;anatomist;@ n { 4 @ m @ s t;ənæɾəməst
4;ănăʹtŏmy;G.;;;n.;16.0;26;anatomy;8;anatomy;@ n { 4 @ m i:;ənæɾəmiː
3;ăʹncĕſtors;L.;;;n.;17.0;26;ancestors;10;ancestors;{ n s E s t 3:r z;ænsɛstɜ:rz
2;ăʹnc_h_or;L.;;;n.;18.0;26;anchor;9;anchor;{ N k 3:r;æŋkɜ:r
3;ăʹnc_h_ŏrage;;;;n.;19.0;26;anchorage;12;anchorage;{ N k 3:r @ dZ;æŋkɜ:rə?
3;ăʹnchŏvy;;;;n.;21.0;26;anchovy;8;anchovy;{ n tS @U v i:;æn?oʊviː
3;ăʹncĭent;F.;;;a.;23.0;26;ancient;8;ancient;eI n tS @ n t;?n?ənt
4;ăʹncĭently;;;;p.;24.0;26;anciently;10;anciently;eI n tS @ n t l i:;?n?əntliː
2;ăndăʹnte;;;;n.;26.0;26;andante;8;andante;A n d A n t eI;ɑndɑnt?
3;ane˘ʹcdŏtes;G.;;;n.;27.0;26;anecdotes;11;anecdotes;{ n @ k d @U t s;ænəkdoʊts
2;ăʹngel;G.;;;n.;29.0;26;angel;6;angel;eI n dZ @ l;?n?əl
4;ăngĕʹlĭcā;;;;n.;30.0;26;angelica;9;angelica;{ n dZ E l i k @;æn?ɛlikə
2;ăʹnger;;;;n.;32.0;26;anger;6;anger;{ N g 3:r;æŋgɜ:r
2;ăʹngī;;;;n.;33.0;26;angi;5;angi;{ n dZ i:;æn?iː
3;angīʹnā;L.;;;n.;34.0;26;angina;7;angina;{ n dZ aI n @;æn??nə
2;ăʹngle;L.;;;n.;35.0;26;angle;6;angle;{ N g @ l;æŋgəl
2;ăʹnguĭſh;L.;;;n.;39.0;26;anguish;8;anguish;{ N g w i S;æŋgwiʃ
3;ăʹngŭlar;L.;;;a.;40.0;26;angular;8;angular;{ N g j @ l 3:r;æŋgjəlɜ:r
3;ăʹnĭmal;L.;;;n.;44.0;26;animal;7;animal;{ n @ m @ l;ænəməl
3;ăʹnĭmāte;L.;;;v.;46.0;26;animate;8;animate;{ n @ m @ t;ænəmət
4;ăʹnĭmāted;;;;a.;47.0;26;animated;9;animated;{ n @ m eI 4 @ d;ænəm?ɾəd
5;ănĭmŏʹſity;L.;;;n.;48.0;26;animosity;10;animosity;{ n @ m A s @ 4 i:;ænəmɑsəɾiː
2;ăʹnnăls;L.;;;n.;50.0;26;annals;7;annals;{ n @ l z;ænəlz
3;ănnealʹing;;;;n.;52.0;26;annealing;10;annealing;@ n i: l i N;əniːliŋ
2;ănnĕʹx;L.;;;v.;53.0;26;annex;6;annex;{ n E k s;ænɛks
4;ănnīʹhĭlāte;L.;;;v.;54.0;26;annihilate;11;annihilate;@ n aI @ l eI t;ən?əl?t
6;annihĭlāʹtion;;;;n.;55.0;26;annihilation;13;annihilation;@ n aI @ l eI S @ n;ən?əl?ʃən
5;ănnĭvĕʹrſăry;L.;;;n.;56.0;26;anniversary;12;anniversary;{ n @ v 3:r s 3:r i:;ænəvɜ:rsɜ:riː
5;annŏtāʹtion;L.;;;n.;57.0;26;annotation;11;annotation;{ n @ t eI S @ n;ænət?ʃən
2;ănnоʹу;F.;;;v.;58.0;26;annoy;6;annoy;@ n OI;ən?
3;ănnoʹyănce;F.;;;n.;59.0;26;annoyance;10;annoyance;@ n OI @ n s;ən?əns
3;ăʹnnūal;L.;;;a.;60.0;26;annual;7;annual;{ n j u @ l;ænjuəl
4;annūʹĭty;L.;;;n.;61.0;26;annuity;8;annuity;@ n u @ 4 i:;ənuəɾiː
2;ănnuʹl;F.;;;v.;62.0;26;annul;6;annul;{ n @ l;ænəl
3;ăʹnnūlar;L.;;;a.;63.0;26;annular;8;annular;{ n j @ l 3:r;ænjəlɜ:r
2;ănoiʹnt;;;;v.;66.0;26;anoint;7;anoint;@ n OI n t;ən?nt
4;anōʹmălous;G.;;;a.;68.0;26;anomalous;10;anomalous;@ n A m @ l @ s;ənɑmələs
4;ănōʹmăly;G.;;;n.;69.0;26;anomaly;8;anomaly;@ n A m @ l i:;ənɑməliː
2;ăʹnſ_w_ĕr;;;;v.;72.0;26;answer;9;answer;{ n s 3:r;ænsɜ:r
1;ant;;;;n.;73.0;26;ant;3;ant;{ n t;ænt
4;ăntăʹgŏniſt;G.;;;n.;2.0;27;antagonist;11;antagonist;{ n t { g @ n @ s t;æntægənəst
3;ăntăʹrctic;G.;;;n.;3.0;27;antarctic;10;antarctic;{ n t A r\ k t i k;æntɑɹktik
4;ăntĕcēʹdent;L.;;;n.;5.0;27;antecedent;11;antecedent;{ n t E s @ d @ n t;æntɛsədənt
6;ante˘me˘rĭʹdĭan;L.;;;n.;9.0;27;antemeridian;15;antemeridian;{ n t @ m E r\ I 4 i: @ n;æntəmɛɹɪɾiːən
4;ăntĕʹrior;L.;;;n.;13.0;27;anterior;9;anterior;{ n t I r\ i: 3:r;æntɪɹiːɜ:r
2;ăʹnthem;G.;;;n.;14.0;27;anthem;7;anthem;{ n T @ m;ænθəm
5;antĭʹcĭpāte;L.;;;v.;22.0;27;anticipate;11;anticipate;{ n t I s @ p eI t;æntɪsəp?t
2;ăʹntic;F.;;;n.;23.0;27;antic;6;antic;{ n t i k;æntik
3;ăʹntĭdote;G.;;;n.;24.0;27;antidote;9;antidote;{ n t i d @U t;æntidoʊt
4;antĭʹpăthy;G.;;;n.;31.0;27;antipathy;10;antipathy;{ n t I p @ T i:;æntɪpəθiː
3;ănʹtĭquāte;L.;;;v.;36.0;27;antiquate;10;antiquate;{ n t @ k w eI t;æntəkw?t
2;ăʹntĭq_ue_;L.;;;a.;37.0;27;antique;10;antique;{ n t i: k;æntiːk
4;antĭʹquĭty;L.;;;n.;38.0;27;antiquity;10;antiquity;{ n t I k w @ 4 i:;æntɪkwəɾiː
4;antĭʹthe˘ſis;G.;;;n.;41.0;27;antithesis;12;antithesis;{ n t I T @ s @ s;æntɪθəsəs
2;ăʹntlers;;;;n.;45.0;27;antlers;8;antlers;{ n t l 3:r z;æntlɜ:rz
4;ănxīʹĕty;L.;;;n.;46.0;27;anxiety;8;anxiety;{ N z aI @ 4 i:;æŋz?əɾiː
3;ăʹnxĭ_o_us;;;;a.;47.0;27;anxious;10;anxious;{ N k S @ s;æŋkʃəs
2;ăʹpāce;;;;p.;48.0;27;apace;6;apace;@ p eI s;əp?s
2;aparʹt;;;;p.;49.0;27;apart;6;apart;@ p A r\ t;əpɑɹt
3;apăʹrtment;;;;n.;50.0;27;apartment;10;apartment;@ p A r\ t m @ n t;əpɑɹtmənt
3;ăʹpăthy;G.;;;n.;51.0;27;apathy;7;apathy;{ p @ T i:;æpəθiː
1;āpe;;;;n.;52.0;27;ape;3;ape;eI p;?p
3;ăʹpĕrtūre;L.;;;n.;54.0;27;aperture;9;aperture;{ p 3:r tS 3:r;æpɜ:r?ɜ:r
2;ăʹpex;L.;;;n.;55.0;27;apex;5;apex;eI p E k s;?pɛks
3;ăʹphŏriſm;G.;;pas de {POS} indiquée dans le dictionnaire.;;57.0;27;aphorism;9;aphorism;{ f 3:r I z @ m;æfɜ:rɪzəm
4;apŏʹcalypſe;G.;;;n.;58.0;27;apocalypse;11;apocalypse;@ p A k @ l I p s;əpɑkəlɪps
3;apŏʹllo;;;;n.;61.0;27;apollo;7;apollo;@ p A l @U;əpɑloʊ
4;apŏʹlogīze;G.;;;v.;63.0;27;apologize;10;apologize;@ p A l @ dZ aI z;əpɑlə??z
4;apŏʹlŏgy;G.;;;n.;65.0;27;apology;8;apology;@ p A l @ dZ i:;əpɑlə?iː
4;ăʹpŏplĕxy;G.;;;n.;67.0;27;apoplexy;9;apoplexy;{ p @ p l E k s i:;æpəplɛksiː
3;apŏʹſtle;G.;;;n.;72.0;27;apostle;8;apostle;@ p A s @ l;əpɑsəl
4;apŏʹſtrŏphè;G.;;;n.;73.0;27;apostrophe;11;apostrophe;@ p A s t r\ @ f i:;əpɑstɹəfiː
5;apŏʹthĕcary;G.;;;n.;2.0;28;apothecary;11;apothecary;@ p A T @ k E r\ i:;əpɑθəkɛɹiː
5;ăpŏthēʹŏſis;G.;;;n.;3.0;28;apotheosis;11;apotheosis;@ p A T i: @U s @ s;əpɑθiːoʊsəs
4;ăppărāʹtus;L.;;;n.;5.0;28;apparatus;10;apparatus;{ p 3:r { 4 @ s;æpɜ:ræɾəs
3;ăppăʹrel;F.;;;n.;6.0;28;apparel;8;apparel;@ p { r\ @ l;əpæɹəl
3;ăppāʹrent;L.;;;a.;7.0;28;apparent;9;apparent;@ p E r\ @ n t;əpɛɹənt
5;ăppărĭʹtion;L.;;;n.;8.0;28;apparition;11;apparition;{ p 3:r I S @ n;æpɜ:rɪʃən
2;ăppeaʹl;L.;;;v.;10.0;28;appeal;7;appeal;@ p i: l;əpiːl
2;ăppeaʹr;L.;;;v.;11.0;28;appear;7;appear;@ p I r\;əpɪɹ
3;ăppeaʹrănce;;;;n.;12.0;28;appearance;11;appearance;@ p I r\ @ n s;əpɪɹəns
2;ăppeaʹſe;F.;;;v.;13.0;28;appease;8;appease;@ p i: z;əpiːz
5;ăppĕllāʹtion;L.;;;n.;15.0;28;appellation;12;appellation;{ p @ l eI S @ n;æpəl?ʃən
3;ăppĕʹndage;L.;;;n.;17.0;28;appendage;10;appendage;@ p E n d i dZ;əpɛndi?
3;ăppĕʹndix;L.;;;n.;19.0;28;appendix;9;appendix;@ p E n d i k s;əpɛndiks
3;ăppĕrtaĭʹn;L.;;;v.;20.0;28;appertain;10;appertain;{ p 3:r t eI n;æpɜ:rt?n
3;ăʹppetīte;L.;;;n.;22.0;28;appetite;9;appetite;{ p @ t aI t;æpət?t
2;applauʹd;L.;;;v.;23.0;28;applaud;8;applaud;@ p l O: d;əplOːd
2;ăʹpple;;;;n.;24.0;28;apple;6;apple;{ p @ l;æpəl
5;applĭcāʹtion;L.;;;n.;25.0;28;application;12;application;{ p l @ k eI S @ n;æplək?ʃən
2;ăpplyʹ;L.;;;v.;26.0;28;apply;6;apply;@ p l aI;əpl?
2;ăppoiʹnt;F.;;;v.;27.0;28;appoint;8;appoint;@ p OI n t;əp?nt
3;ăppoiʹntment;F.;;;n.;28.0;28;appointment;12;appointment;@ p OI n t m @ n t;əp?ntmənt
4;ăppŏʹrtion;L.;;;v.;29.0;28;apportion;10;apportion;@ p O: r\ S @ n;əpOːɹʃən
2;ăppraiʹſe;F.;;;v.;31.0;28;appraise;9;appraise;@ p r\ eI z;əpɹ?z
3;ăppraiʹſer;;;;n.;33.0;28;appraiser;10;appraiser;@ p r\ eI z 3:r;əpɹ?zɜ:r
3;ăpprĕhĕʹnd;L.;;;v.;34.0;28;apprehend;10;apprehend;{ p r\ i h E n d;æpɹihɛnd
5;ăpprehĕʹnſion;L.;;;n.;35.0;28;apprehension;13;apprehension;{ p r\ i h E n S @ n;æpɹihɛnʃən
4;ăpprehĕʹnſive;F.;;;a.;36.0;28;apprehensive;13;apprehensive;{ p r\ i h E n s i v;æpɹihɛnsiv
3;ăpprĕʹntĭce;F.;;;n.;37.0;28;apprentice;11;apprentice;@ p r\ E n t @ s;əpɹɛntəs
2;ăpproaʹch;F.;;;v.;39.0;28;approach;9;approach;@ p r\ @U tS;əpɹoʊ?
3;ăpproaʹches;;;;n.;40.0;28;approaches;11;approaches;@ p r\ @U tS @ z;əpɹoʊ?əz
5;ăpprŏbāʹtion;L.;;;n.;41.0;28;approbation;12;approbation;{ p r\ @ b eI S @ n;æpɹəb?ʃən
4;ăpprōʹprĭāte;F.;;;v.;42.0;28;appropriate;12;appropriate;@ p r\ @U p r\ i: @ t;əpɹoʊpɹiːət
6;ăpprŏprĭāʹtion;F.;;;n.;43.0;28;appropriation;14;appropriation;@ p r\ @U p r\ i: eI S @ n;əpɹoʊpɹiː?ʃən
2;ăpproʹve;L.;;;v.;44.0;28;approve;8;approve;@ p r\ u v;əpɹuv
6;ăpprŏxĭmāʹtion;L.;;;n.;45.0;28;approximation;14;approximation;@ p r\ A k s @ m eI S @ n;əpɹɑksəm?ʃən
2;aʹprīl;L.;;;n.;47.0;28;april;6;april;eI p r\ @ l;?pɹəl
2;ăʹpr_o_n;;;;n.;48.0;28;apron;8;apron;eI p r\ @ n;?pɹən
1;ăpt;L.;;;a.;49.0;28;apt;3;apt;{ p t;æpt
3;ăʹptĭtūde;L.;;;n.;50.0;28;aptitude;9;aptitude;{ p t @ t u d;æptətud
3;aquăʹtic;L.;;;a.;52.0;28;aquatic;8;aquatic;@ k w A 4 i k;əkwɑɾik
3;ăʹquĕdŭct;L.;;;n.;53.0;28;aqueduct;9;aqueduct;{ k w @ d V k t;ækwədʌkt
3;ăʹquē_o_us;L.;;;a.;54.0;28;aqueous;10;aqueous;eI k w i: @ s;?kwiːəs
4;arāʹbĭā;;;;n.;55.0;28;arabia;7;arabia;3:r eI b i: @;ɜ:r?biːə
3;aʹrăbic;;;;n.;56.0;28;arabic;7;arabic;{ r\ @ b i k;æɹəbik
3;ăʹrable;L.;;;a.;57.0;28;arable;7;arable;E r\ @ b @ l;ɛɹəbəl
3;ăʹrbĭt_e_r;L.;;;n.;59.0;28;arbiter;10;arbiter;A r\ b i 4 3:r;ɑɹbiɾɜ:r
4;ăʹrbĭtrăry;;;;a.;60.0;28;arbitrary;10;arbitrary;A r\ b @ t r\ E r\ i:;ɑɹbətɹɛɹiː
3;ăʹrbĭtrāte;L.;;;v.;61.0;28;arbitrate;10;arbitrate;A r\ b @ t r\ eI t;ɑɹbətɹ?t
2;ăʹrbŏr;L.;;;n.;63.0;28;arbor;6;arbor;A r\ b 3:r;ɑɹbɜ:r
2;ăʹrb_o_ur;L.;;;n.;65.0;28;arbour;9;arbour;A r\ b 3:r;ɑɹbɜ:r
3;ărcāʹnum;L.;;;n.;66.0;28;arcanum;8;arcanum;A r\ k @ n @ m;ɑɹkənəm
1;ărch;;;;n.;67.0;28;arch;4;arch;A r\ tS;ɑɹ?
3;ărc_h_ăʹngel;G.;;;n.;68.0;28;archangel;12;archangel;A r\ k eI n dZ @ l;ɑɹk?n?əl
3;ărchbĭʹſhop;;;;n.;69.0;28;archbishop;11;archbishop;A r\ tS b I S @ p;ɑɹ?bɪʃəp
2;archdūʹke;;;;n.;2.0;29;archduke;9;archduke;A r\ tS d u k;ɑɹ?duk
2;ăʹrches;;;;n.;5.0;29;arches;7;arches;A r\ tS @ z;ɑɹ?əz
3;ăʹrc_h_ĕtȳpe;G.;;;n.;6.0;29;archetype;12;archetype;A r\ k i t aI p;ɑɹkit?p
5;ărc_h_ĭpeʹlăgo;G.;;;n.;7.0;29;archipelago;14;archipelago;A r\ k @ p E l @ g @U;ɑɹkəpɛləgoʊ
3;ăʹrc_h_ĭtect;G.;;;n.;8.0;29;architect;12;architect;A r\ k @ t E k t;ɑɹkətɛkt
4;ăʹrc_h_ĭtĕctūre;;;;n.;9.0;29;architecture;15;architecture;A r\ k @ t E k tS 3:r;ɑɹkətɛk?ɜ:r
3;ăʹrc_h_ĭtrāve;;;;n.;10.0;29;architrave;13;architrave;A r\ k @ t r\ eI v;ɑɹkətɹ?v
2;ărc_h_īves;G.;nbSyll>1 et pas d'accent tonic;;n.;11.0;29;archives;10;archives;A r\ k aI v z;ɑɹk?vz
2;ăʹrctic;G.;;;n.;12.0;29;arctic;7;arctic;A r\ k t i k;ɑɹktik
2;ăʹrdŏr;L.;;;n.;14.0;29;ardor;6;ardor;A r\ 4 3:r;ɑɹɾɜ:r
3;ăʹrdū_o_us;L.;;;a.;15.0;29;arduous;10;arduous;A r\ dZ u @ s;ɑɹ?uəs
3;ăʹrėȧ;L.;;;n.;16.0;29;area;5;area;E r\ i: @;ɛɹiːə
2;ăʹrgent;F.;;;n.;19.0;29;argent;7;argent;A r\ dZ i n t;ɑɹ?int
2;ăʹrgūe;L.;;;v.;20.0;29;argue;6;argue;A r\ g j u;ɑɹgju
3;ăʹrgŏnauts;G.;;;n.;21.0;29;argonauts;10;argonauts;A r\ g @ n O: t s;ɑɹgənOːts
3;ăʹrgūment;L.;;;n.;22.0;29;argument;9;argument;A r\ g j @ m @ n t;ɑɹgjəmənt
6;ărgūmĕntāʹtion;L.;;;n.;23.0;29;argumentation;14;argumentation;A r\ g j @ m E n t eI S @ n;ɑɹgjəmɛnt?ʃən
5;ărgūmĕʹntătive;;;;a.;24.0;29;argumentative;14;argumentative;A r\ g j @ m E n t @ 4 i v;ɑɹgjəmɛntəɾiv
4;āʹrĭăniſm;;;;n.;25.0;29;arianism;9;arianism;{ r\ i: @ n I z @ m;æɹiːənɪzəm
3;āʹrĭes;L.;;;n.;27.0;29;aries;6;aries;E r\ i: z;ɛɹiːz
2;arīʹſe;;;;v.;29.0;29;arise;6;arise;3:r aI z;ɜ:r?z
5;arĭſtŏʹcrăcy;G.;;;n.;30.0;29;aristocracy;12;aristocracy;E r\ @ s t A k r\ @ s i:;ɛɹəstɑkɹəsiː
5;arĭſtŏcrăʹtic;G.;;;a.;31.0;29;aristocratic;13;aristocratic;3:r I s t @ k r\ { 4 i k;ɜ:rɪstəkɹæɾik
4;arĭʹthmetic;G.;;;n.;32.0;29;arithmetic;11;arithmetic;E r\ i T m E 4 i k;ɛɹiθmɛɾik
1;ark;L.;;;n.;33.0;29;ark;3;ark;A r\ k;ɑɹk
1;arm;;;;n.;34.0;29;arm;3;arm;A r\ m;ɑɹm
1;arms;;;;n.;35.0;29;arms;4;arms;A r\ m z;ɑɹmz
3;ărmāʹdā;;;;n.;36.0;29;armada;7;armada;A r\ m A 4 @;ɑɹmɑɾə
4;ărmădĭʹllo;;;;n.;37.0;29;armadillo;10;armadillo;A r\ m @ d I l @U;ɑɹmədɪloʊ
3;ăʹrmăment;L.;;;n.;38.0;29;armament;9;armament;A r\ m @ m @ n t;ɑɹməmənt
3;ărmĭʹllā;L.;;;n.;39.0;29;armilla;8;armilla;A r\ m I l @;ɑɹmɪlə
3;ăʹrmĭſtĭce;L.;;;n.;42.0;29;armistice;10;armistice;A r\ m @ s t @ s;ɑɹməstəs
3;ăʹrmŏry;F.;;;n.;43.0;29;armory;7;armory;A r\ m 3:r i:;ɑɹmɜ:riː
2;ăʹrmо_u_r;F.;;;n.;44.0;29;armour;9;armour;A r\ m 3:r;ɑɹmɜ:r
2;ăʹrmy;L.;;;n.;47.0;29;army;5;army;A r\ m i:;ɑɹmiː
4;ărōmăʹtic;G.;;;a.;48.0;29;aromatic;9;aromatic;E r\ @ m { 4 i k;ɛɹəmæɾik
2;ărraiʹgn;F.;;;v.;50.0;29;arraign;8;arraign;3:r eI n;ɜ:r?n
3;ărrăʹng_e_ment;F.;;;n.;51.0;29;arrangement;14;arrangement;3:r eI n dZ m @ n t;ɜ:r?n?mənt
2;ăʹrrănt;;;;a.;52.0;29;arrant;7;arrant;{ r\ @ n t;æɹənt
2;ărraʹy;F.;;;n.;54.0;29;array;6;array;3:r eI;ɜ:r?
2;ărreaʹrs;F.;;;n.;55.0;29;arrears;8;arrears;3:r I r\ z;ɜ:rɪɹz
2;ărreʹſt;F.;;;n.;56.0;29;arrest;7;arrest;3:r E s t;ɜ:rɛst
2;ărrīʹve;F.;;;v.;59.0;29;arrive;7;arrive;3:r aI v;ɜ:r?v
3;ăʹrrŏgănce;L.;;;n.;60.0;29;arrogance;10;arrogance;E r\ @ g @ n s;ɛɹəgəns
3;ăʹrrŏgănt;L.;;;a.;61.0;29;arrogant;9;arrogant;E r\ @ g @ n t;ɛɹəgənt
3;ăʹrrŏgāte;L.;;;v.;62.0;29;arrogate;9;arrogate;{ r\ @U g eI t;æɹoʊg?t
2;ăʹrro_w_;;;;n.;63.0;29;arrow;8;arrow;{ r\ @U;æɹoʊ
2;ăʹrſ_e_nal;F.;;;n.;64.0;29;arsenal;10;arsenal;A r\ s @ n @ l;ɑɹsənəl
3;ăʹrſĕnic;;;;n.;65.0;29;arsenic;8;arsenic;A r\ s @ n i k;ɑɹsənik
1;ărt;;;;n.;66.0;29;art;3;art;A r\ t;ɑɹt
3;ăʹrtĕry;G.;;;n.;67.0;29;artery;7;artery;A r\ 4 3:r i:;ɑɹɾɜ:riː
2;ăʹrtful;;;;a.;68.0;29;artful;7;artful;A r\ t f @ l;ɑɹtfəl
3;ărthrĭʹtic;G.;;;a.;69.0;29;arthritic;10;arthritic;A r\ T r\ I 4 i k;ɑɹθɹɪɾik
